sofifa_id,player_url,short_name,long_name,age,dob,height_cm,weight_kg,nationality,club,overall,potential,value_eur,wage_eur,player_positions,preferred_foot,international_reputation,weak_foot,skill_moves,work_rate,body_type,real_face,release_clause_eur,player_tags,team_position,team_jersey_number,loaned_from,joined,contract_valid_until,nation_position,nation_jersey_number,pace,shooting,passing,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,player_traits,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb
199575,https://sofifa.com/player/199575/jordi-masip-lopez/20/159586,Jordi Masip,Jordi Masip López,30,1/3/1989,180,76,Spain,Real Valladolid CF,81,82,14000000,21000,GK,Right,1,4,1,Medium/Medium,Lean,Yes,30500000,,GK,1,,7/17/2017,2022,,,,,,,,,82,82,72,84,65,77,"Second Wind, Flair Passes",20,12,13,42,19,17,21,20,38,25,65,65,70,77,67,54,85,41,54,13,21,16,11,62,12,65,21,14,13,82,82,72,77,84,,,,,,,,,,,,,,,,,,,,,,,,,,
204120,https://sofifa.com/player/204120/tomas-vaclik/20/159586,T. Vaclík,Tomáš Vaclík,30,3/29/1989,188,85,Czech Republic,Sevilla FC,81,82,14000000,18000,GK,Right,1,3,1,Medium/Medium,Normal,No,30500000,,GK,1,,7/4/2018,2021,GK,1,,,,,,,82,72,74,85,37,82,"Giant Throw-in, Swerve Pass, Acrobatic Clearance",15,14,19,17,13,14,17,16,38,20,36,37,36,78,56,56,73,38,73,16,29,23,15,68,13,60,20,18,18,82,72,74,82,85,,,,,,,,,,,,,,,,,,,,,,,,,,
206304,https://sofifa.com/player/206304/luka-milivojevic/20/159586,L. Milivojević,Luka Milivojević,28,4/7/1991,186,80,Serbia,Crystal Palace,81,82,17500000,66000,"CDM, CM",Right,1,2,2,Medium/High,Normal,Yes,34600000,,RCM,4,,2/1/2017,2023,,,55,67,76,67,78,84,,,,,,,"Leadership, Argues with Officials",66,55,75,81,50,62,71,81,79,76,53,56,62,78,63,84,62,90,82,77,88,80,66,73,91,76,78,78,73,13,9,16,6,12,68+2,68+2,68+2,67+2,69+2,69+2,69+2,67+2,70+2,70+2,70+2,69+2,76+2,76+2,76+2,69+2,74+2,79+2,79+2,79+2,74+2,74+2,77+2,77+2,77+2,74+2
208093,https://sofifa.com/player/208093/gerard-moreno-balaguero/20/159586,Gerard Moreno,Gerard Moreno Balagueró,27,4/7/1992,180,77,Spain,Villarreal CF,81,82,21000000,45000,"ST, CF",Left,1,4,3,High/Medium,Normal,Yes,45700000,,ST,7,,7/2/2018,2023,,,76,79,66,78,45,69,,,,,,,"Beat Offside Trap, Speed Dribbler (CPU AI Only)",61,80,80,75,81,79,70,56,56,80,75,77,72,78,67,80,75,73,72,78,55,40,80,62,75,72,43,41,41,15,12,7,12,10,78+2,78+2,78+2,75+2,77+2,77+2,77+2,75+2,74+2,74+2,74+2,73+2,69+2,69+2,69+2,73+2,61+2,58+2,58+2,58+2,61+2,59+2,55+2,55+2,55+2,59+2
223689,https://sofifa.com/player/223689/wout-weghorst/20/159586,W. Weghorst,Wout Weghorst,26,8/7/1992,197,84,Netherlands,VfL Wolfsburg,81,82,21000000,62000,ST,Right,1,3,3,High/High,Normal,No,37300000,"#Aerial Threat, #Strength",ST,9,,7/1/2018,2023,,,63,80,59,69,39,83,,,,,,,Long Passer (CPU AI Only),42,84,87,76,79,65,40,37,48,78,57,68,63,82,44,84,79,85,86,66,76,34,85,65,77,80,37,32,25,11,9,14,16,12,79+2,79+2,79+2,70+2,75+2,75+2,75+2,70+2,72+2,72+2,72+2,69+2,67+2,67+2,67+2,69+2,54+2,57+2,57+2,57+2,54+2,53+2,54+2,54+2,54+2,53+2
20775,https://sofifa.com/player/20775/ricardo-andrade-quaresma-bernardo/20/159586,Quaresma,Ricardo Andrade Quaresma Bernardo,35,9/26/1983,175,67,Portugal,Beşiktaş JK,81,81,8000000,59000,"RM, LM",Right,3,4,5,High/Low,Normal,Yes,15200000,"#Dribbler, #Crosser",RM,7,,7/22/2015,2020,,,77,73,82,86,24,63,,,,,,,"Injury Free, Selfish, Argues with Officials, Speed Dribbler (CPU AI Only), Crowd Favourite",91,67,41,79,80,87,94,71,75,86,77,77,86,75,84,79,63,62,59,79,74,24,78,84,73,82,29,17,11,12,14,10,5,15,72+3,72+3,72+3,81+3,78+3,78+3,78+3,81+3,80+3,80+3,80+3,80+3,73+3,73+3,73+3,80+3,56+3,54+3,54+3,54+3,56+3,50+3,40+3,40+3,40+3,50+3
112316,https://sofifa.com/player/112316/jeremy-mathieu/20/159586,J. Mathieu,Jérémy Mathieu,35,10/29/1983,189,84,France,Sporting CP,81,81,5500000,13000,CB,Left,3,2,2,High/Medium,Normal,Yes,11000000,#Strength,LCB,22,,7/7/2017,2020,,,68,64,73,62,83,81,,,,,,,"Power Free-Kick, Injury Prone",77,52,80,74,61,65,82,79,77,62,65,70,51,74,43,80,65,78,87,74,72,82,58,58,78,76,86,83,83,13,14,10,9,5,67+3,67+3,67+3,64+3,64+3,64+3,64+3,64+3,64+3,64+3,64+3,67+3,69+3,69+3,69+3,67+3,76+3,76+3,76+3,76+3,76+3,77+3,80+3,80+3,80+3,77+3
138412,https://sofifa.com/player/138412/james-milner/20/159586,J. Milner,James Philip Milner,33,1/4/1986,175,70,England,Liverpool,81,81,10500000,105000,"CM, LB",Right,2,4,3,High/High,Stocky,Yes,19400000,"#Engine, #Crosser",SUB,7,,7/1/2015,2020,,,61,70,82,77,77,78,,,,,,,"Diver, Giant Throw-in",86,62,66,84,76,77,81,75,81,80,63,59,69,84,73,82,62,90,70,70,85,79,72,79,88,86,77,80,79,12,9,10,8,6,72+2,72+2,72+2,74+2,74+2,74+2,74+2,74+2,76+2,76+2,76+2,77+2,80+2,80+2,80+2,77+2,79+2,80+2,80+2,80+2,79+2,78+2,76+2,76+2,76+2,78+2
142707,https://sofifa.com/player/142707/lisandro-lopez/20/159586,L. López,Lisandro López,36,3/2/1983,174,72,Argentina,Racing Club,81,81,6500000,25000,ST,Right,2,4,4,High/High,Normal,Yes,9100000,,LS,15,,1/4/2016,2020,,,75,82,73,80,50,70,,,,,,,"Avoids Using Weaker Foot, Speed Dribbler (CPU AI Only)",66,86,79,76,74,79,78,73,71,82,74,75,77,77,79,82,79,65,76,75,61,52,84,75,85,86,35,58,34,8,10,11,13,6,80+2,80+2,80+2,77+2,79+2,79+2,79+2,77+2,78+2,78+2,78+2,76+2,74+2,74+2,74+2,76+2,62+2,63+2,63+2,63+2,62+2,60+2,59+2,59+2,59+2,60+2
159145,https://sofifa.com/player/159145/bafetimbi-gomis/20/159586,B. Gomis,Bafétimbi Gomis,33,8/6/1985,184,77,France,Al Hilal,81,81,11000000,56000,ST,Right,3,3,4,High/Low,Normal,Yes,18700000,,LS,18,,8/23/2018,2020,,,70,82,66,75,36,74,,,,,,,,61,84,84,75,79,78,61,62,46,79,69,70,59,78,58,84,74,73,83,75,52,38,79,71,83,82,22,32,35,14,11,9,9,13,79+3,79+3,79+3,74+3,77+3,77+3,77+3,74+3,74+3,74+3,74+3,73+3,68+3,68+3,68+3,73+3,57+3,54+3,54+3,54+3,57+3,54+3,51+3,51+3,51+3,54+3
162240,https://sofifa.com/player/162240/mousa-dembele/20/159586,M. Dembélé,Moussa Sidi Yaya Dembélé,31,7/16/1987,185,85,Belgium,Guangzhou R&F FC,81,81,15000000,23000,"CM, CAM, CDM",Left,3,2,4,Medium/Medium,Normal,Yes,23300000,"#Dribbler, #Strength",CM,8,,1/17/2019,2021,,,73,68,77,87,77,80,,,,,,,Crowd Favourite,65,64,70,85,73,89,65,55,79,88,72,73,81,81,76,79,77,60,90,68,79,81,69,80,63,90,75,80,70,16,14,11,16,14,75+3,75+3,75+3,77+3,78+3,78+3,78+3,77+3,79+3,79+3,79+3,77+3,79+3,79+3,79+3,77+3,75+3,79+3,79+3,79+3,75+3,75+3,78+3,78+3,78+3,75+3
162895,https://sofifa.com/player/162895/francesc-fabregas-i-soler/20/159586,Cesc Fàbregas,Francesc Fàbregas i Soler,32,5/4/1987,179,77,Spain,AS Monaco,81,81,13500000,50000,"CM, CDM",Right,4,3,3,High/Medium,Normal,Yes,25700000,#Playmaker  ,LCM,4,,1/11/2019,2022,,,53,73,87,77,60,56,,,,,,,"Avoids Using Weaker Foot, Leadership, Finesse Shot",84,71,72,89,81,76,78,81,87,83,54,52,64,78,75,77,63,55,61,70,45,50,70,88,78,92,64,59,58,6,10,8,15,15,72+3,72+3,72+3,75+3,75+3,75+3,75+3,75+3,78+3,78+3,78+3,75+3,78+3,78+3,78+3,75+3,67+3,69+3,69+3,69+3,67+3,65+3,62+3,62+3,62+3,65+3
163489,https://sofifa.com/player/163489/andrea-consigli/20/159586,A. Consigli,Andrea Consigli,32,1/27/1987,189,82,Italy,Sassuolo,81,81,11000000,48000,GK,Right,2,3,1,Medium/Medium,Lean,No,19800000,,GK,47,,9/1/2014,2022,,,,,,,,,81,82,72,83,40,80,,10,10,10,31,19,10,15,15,27,23,48,34,57,75,40,54,80,31,51,19,11,15,10,46,21,63,10,17,19,81,82,72,80,83,,,,,,,,,,,,,,,,,,,,,,,,,,
165229,https://sofifa.com/player/165229/laurent-koscielny/20/159586,L. Koscielny,Laurent Koscielny,33,9/10/1985,186,75,France,FC Girondins de Bordeaux,81,81,8500000,39000,CB,Right,3,3,2,Low/High,Lean,Yes,16200000,,CB,6,,8/6/2019,2023,,,60,43,63,64,82,74,,,,,,,"Power Free-Kick, Long Passer (CPU AI Only)",52,37,81,76,35,62,31,49,70,68,58,61,58,77,61,54,78,63,75,47,86,84,41,56,51,75,81,83,83,13,11,9,11,7,57+3,57+3,57+3,58+3,58+3,58+3,58+3,58+3,60+3,60+3,60+3,60+3,66+3,66+3,66+3,60+3,71+3,76+3,76+3,76+3,71+3,73+3,80+3,80+3,80+3,73+3
168530,https://sofifa.com/player/168530/jardel-nivaldo-vieira/20/159586,Jardel,Jardel Nivaldo Vieira,33,3/29/1986,192,86,Brazil,SL Benfica,81,81,8500000,18000,CB,Right,2,2,2,Medium/High,Normal,No,17000000,#Strength,SUB,33,,1/1/2011,2021,,,55,42,54,53,82,79,,,,,,,"Avoids Using Weaker Foot, Long Passer (CPU AI Only), Giant Throw-in",46,38,84,67,27,52,30,35,53,60,46,63,35,75,34,58,76,55,89,37,83,81,30,49,57,71,84,83,75,7,16,11,16,7,55+2,55+2,55+2,51+2,52+2,52+2,52+2,51+2,52+2,52+2,52+2,53+2,58+2,58+2,58+2,53+2,66+2,71+2,71+2,71+2,66+2,69+2,80+2,80+2,80+2,69+2
169195,https://sofifa.com/player/169195/renato-augusto/20/159586,Renato Augusto,Renato  Soares de Oliveira Augusto,31,2/8/1988,186,86,Brazil,Beijing Sinobo Guoan FC,81,81,15000000,28000,"CM, CAM, CDM",Right,2,4,4,Medium/Medium,Normal,No,24000000,,LAM,5,,1/8/2016,2021,,,67,73,79,79,71,72,,,,,,,"Avoids Using Weaker Foot, Selfish, Argues with Officials, Finesse Shot, Crowd Favourite",75,65,57,81,77,82,80,75,81,81,67,67,67,81,66,81,49,81,76,81,58,72,75,81,68,68,75,73,64,6,11,16,15,8,73+2,73+2,73+2,76+2,76+2,76+2,76+2,76+2,78+2,78+2,78+2,77+2,79+2,79+2,79+2,77+2,74+2,76+2,76+2,76+2,74+2,73+2,70+2,70+2,70+2,73+2
171791,https://sofifa.com/player/171791/jose-miguel-da-rocha-fonte/20/159586,José Fonte,José Miguel da Rocha Fonte,35,12/22/1983,187,81,Portugal,LOSC Lille,81,81,5500000,32000,CB,Right,3,3,2,Medium/High,Lean,Yes,10500000,,RCB,6,,7/15/2018,2021,SUB,6,36,38,54,60,81,76,,,,,,,"Injury Prone, Avoids Using Weaker Foot, Leadership, Long Passer (CPU AI Only)",36,40,82,68,34,58,33,32,58,64,34,38,58,73,54,39,72,60,82,29,84,80,42,55,43,73,81,83,80,7,11,16,10,6,53+3,53+3,53+3,51+3,53+3,53+3,53+3,51+3,55+3,55+3,55+3,53+3,61+3,61+3,61+3,53+3,64+3,72+3,72+3,72+3,64+3,67+3,78+3,78+3,78+3,67+3
171897,https://sofifa.com/player/171897/andres-guardado/20/159586,A. Guardado,José Andrés Guardado Hernández,32,9/28/1986,169,67,Mexico,Real Betis,81,81,13500000,32000,"CM, CDM, LM",Left,3,2,4,Medium/Medium,Lean,Yes,28400000,,LCM,18,,7/7/2017,2020,LCM,18,68,68,81,82,72,68,,,,,,,Power Free-Kick,75,64,55,83,69,80,78,81,82,85,71,66,79,81,87,72,74,79,60,74,72,73,70,84,70,76,74,74,74,7,10,10,11,10,70+3,70+3,70+3,76+3,76+3,76+3,76+3,76+3,78+3,78+3,78+3,77+3,80+3,80+3,80+3,77+3,76+3,77+3,77+3,77+3,76+3,74+3,71+3,71+3,71+3,74+3
173771,https://sofifa.com/player/173771/lukasz-piszczek/20/159586,L. Piszczek,Łukasz Piszczek,34,6/3/1985,184,79,Poland,Borussia Dortmund,81,81,6000000,76000,RB,Right,3,4,2,Medium/Medium,Normal,Yes,9900000,,RB,26,,7/1/2010,2020,,,77,68,75,73,82,78,,,,,,,"Inflexible, Injury Prone, Giant Throw-in",82,64,79,77,64,72,80,47,72,76,74,79,66,82,66,78,82,75,78,69,83,83,73,71,65,82,82,83,78,14,11,14,6,12,73+3,73+3,73+3,74+3,73+3,73+3,73+3,74+3,73+3,73+3,73+3,75+3,75+3,75+3,75+3,75+3,79+3,78+3,78+3,78+3,79+3,79+3,80+3,80+3,80+3,79+3
176600,https://sofifa.com/player/176600/kevin-gameiro/20/159586,K. Gameiro,Kévin Gameiro,32,5/9/1987,172,70,France,Valencia CF,81,81,14000000,48000,ST,Right,3,4,3,Medium/Medium,Normal,Yes,29400000,,RS,9,,8/13/2018,2021,,,85,79,74,77,43,67,,,,,,,Speed Dribbler (CPU AI Only),69,80,67,79,78,76,74,70,69,78,87,84,80,81,76,82,84,71,64,73,66,38,85,75,81,80,50,33,39,6,10,8,8,6,78+3,78+3,78+3,78+3,79+3,79+3,79+3,78+3,78+3,78+3,78+3,77+3,72+3,72+3,72+3,77+3,62+3,60+3,60+3,60+3,62+3,59+3,54+3,54+3,54+3,59+3
177388,https://sofifa.com/player/177388/dimitri-payet/20/159586,D. Payet,Dimitri  Payet,32,3/29/1987,175,77,France,Olympique de Marseille,81,81,14000000,46000,"CAM, LW",Right,3,4,4,High/Low,Normal,Yes,26600000,,LW,10,,1/30/2017,2021,,,71,77,82,81,38,67,,,,,,,"Selfish, Argues with Officials, Finesse Shot, Speed Dribbler (CPU AI Only), Crowd Favourite",84,76,59,82,76,81,84,75,80,84,70,71,77,73,80,80,48,70,72,78,57,37,77,83,74,79,32,36,39,11,15,9,14,12,75+3,75+3,75+3,78+3,78+3,78+3,78+3,78+3,79+3,79+3,79+3,78+3,75+3,75+3,75+3,78+3,61+3,60+3,60+3,60+3,61+3,57+3,50+3,50+3,50+3,57+3
177600,https://sofifa.com/player/177600/benat-etxebarria-urkiaga/20/159586,Beñat,Beñat Etxebarria Urkiaga,32,2/19/1987,177,76,Spain,Athletic Club de Bilbao,81,81,13500000,32000,CM,Right,2,3,3,Low/Medium,Normal,Yes,28400000,,LCM,7,,6/26/2013,2020,,,49,73,84,74,67,71,,,,,,,"Leadership, Finesse Shot",80,65,47,87,61,68,83,85,80,84,65,36,71,78,76,87,59,76,69,78,74,70,77,85,69,73,70,70,65,16,10,14,6,13,70+2,70+2,70+2,73+2,74+2,74+2,74+2,73+2,77+2,77+2,77+2,74+2,79+2,79+2,79+2,74+2,72+2,76+2,76+2,76+2,72+2,69+2,68+2,68+2,68+2,69+2
178086,https://sofifa.com/player/178086/antonio-adan-garrido/20/159586,Adán,Antonio Adán Garrido,32,5/13/1987,190,92,Spain,Atlético Madrid,81,81,11000000,46000,GK,Left,2,2,1,Medium/Medium,Normal,Yes,22600000,,SUB,1,,7/10/2018,2020,,,,,,,,,79,82,78,81,55,82,Acrobatic Clearance,12,11,23,34,15,12,11,12,43,15,56,54,55,77,51,59,71,32,77,12,41,20,11,42,25,63,20,14,18,79,82,78,82,81,,,,,,,,,,,,,,,,,,,,,,,,,,
179784,https://sofifa.com/player/179784/benedikt-howedes/20/159586,B. Höwedes,Benedikt Höwedes,31,2/29/1988,188,77,Germany,Lokomotiv Moscow,81,81,13000000,1000,"CB, LB",Right,3,3,2,Medium/Medium,Normal,Yes,27300000,,RCB,5,,7/31/2018,2022,,,52,48,62,63,82,74,,,,,,,"Power Free-Kick, Long Passer (CPU AI Only)",56,51,84,70,45,62,48,52,66,65,52,52,60,78,61,57,78,63,78,31,78,81,51,57,56,84,82,83,81,14,6,9,10,7,60+3,60+3,60+3,58+3,59+3,59+3,59+3,58+3,60+3,60+3,60+3,60+3,64+3,64+3,64+3,60+3,70+3,74+3,74+3,74+3,70+3,72+3,79+3,79+3,79+3,72+3
182494,https://sofifa.com/player/182494/fernando-muslera/20/159586,F. Muslera,Fernando Muslera,33,6/16/1986,190,74,Uruguay,Galatasaray SK,81,81,9500000,59000,GK,Right,3,2,1,Medium/Medium,Normal,No,18100000,,GK,1,,8/11/2011,2021,,,,,,,,,81,75,75,83,61,81,"Avoids Using Weaker Foot, Flair, Giant Throw-in, Swerve Pass",15,10,12,44,10,25,14,10,47,23,60,62,68,76,62,56,84,45,68,10,32,23,13,58,24,53,12,16,16,81,75,75,81,83,,,,,,,,,,,,,,,,,,,,,,,,,,
183394,https://sofifa.com/player/183394/moussa-sissoko/20/159586,M. Sissoko,Moussa Sissoko,29,8/16/1989,187,91,France,Tottenham Hotspur,81,81,17000000,105000,"CM, CDM",Right,2,3,3,High/High,Normal,Yes,31500000,"#Engine, #Strength",SUB,17,,8/31/2016,2021,,,80,70,78,79,79,89,,,,,,,"Diver, Early Crosser",75,65,70,82,64,84,75,74,76,80,74,85,64,82,58,85,77,91,90,69,85,80,76,76,60,75,76,82,81,14,8,11,10,8,76+2,76+2,76+2,77+2,77+2,77+2,77+2,77+2,77+2,77+2,77+2,79+2,79+2,79+2,79+2,79+2,81+2,81+2,81+2,81+2,81+2,80+2,80+2,80+2,80+2,80+2
183498,https://sofifa.com/player/183498/marco-parolo/20/159586,M. Parolo,Marco Parolo,34,1/25/1985,184,75,Italy,Lazio,81,81,7000000,54000,"CDM, CM",Right,2,4,3,High/High,Lean,No,11900000,#Engine,SUB,16,,7/1/2014,2020,,,64,76,76,75,79,79,,,,,,,"Long Throw-in, Argues with Officials, Speed Dribbler (CPU AI Only)",70,70,75,80,76,75,67,55,83,79,66,62,65,82,71,87,77,88,74,86,80,80,82,78,45,78,78,80,82,13,9,6,7,9,76+2,76+2,76+2,75+2,77+2,77+2,77+2,75+2,77+2,77+2,77+2,76+2,80+2,80+2,80+2,76+2,77+2,80+2,80+2,80+2,77+2,77+2,78+2,78+2,78+2,77+2
184134,https://sofifa.com/player/184134/fernando-reges/20/159586,Fernando,Fernando Francisco Reges,31,7/25/1987,183,76,Brazil,Sevilla FC,81,81,13500000,22000,"CDM, CM",Right,2,2,3,Medium/Medium,Normal,Yes,28400000,,CDM,25,,7/12/2019,2022,,,61,62,71,70,81,82,,,,,,,Injury Prone,62,54,72,80,56,68,65,53,76,75,60,62,70,77,57,76,74,83,82,68,84,83,59,68,54,76,80,83,81,1,1,1,1,1,67+2,67+2,67+2,67+2,68+2,68+2,68+2,67+2,69+2,69+2,69+2,68+2,74+2,74+2,74+2,68+2,75+2,79+2,79+2,79+2,75+2,76+2,79+2,79+2,79+2,76+2
184144,https://sofifa.com/player/184144/nicolas-gaitan/20/159586,N. Gaitán,Osvaldo Nicolás Fabián Gaitán,31,2/23/1988,173,66,Argentina,Chicago Fire,81,81,15500000,13000,CAM,Left,3,2,4,Medium/Medium,Lean,Yes,23300000,#Acrobat,CAM,20,,3/14/2019,2019,,,78,72,80,82,41,58,,,,,,,"Selfish, Speed Dribbler (CPU AI Only), Crowd Favourite",79,71,54,81,80,82,86,72,75,81,81,75,86,82,80,72,82,67,46,73,69,40,77,81,71,80,35,42,43,8,11,9,7,5,72+3,72+3,72+3,79+3,78+3,78+3,78+3,79+3,79+3,79+3,79+3,78+3,74+3,74+3,74+3,78+3,63+3,61+3,61+3,61+3,63+3,60+3,51+3,51+3,51+3,60+3
184431,https://sofifa.com/player/184431/sebastian-giovinco/20/159586,S. Giovinco,Sebastian Giovinco,32,1/26/1987,163,61,Italy,Al Hilal,81,81,14000000,56000,"CF, ST, RM",Right,2,4,4,High/Medium,Normal,Yes,23800000,"#Dribbler, #FK Specialist, #Acrobat",RS,9,,1/31/2019,2022,,,81,79,79,87,27,56,,,,,,,"Selfish, Argues with Officials, Finesse Shot, Crowd Favourite",72,78,34,80,75,86,90,92,76,86,84,78,94,83,93,80,34,75,42,81,75,26,83,78,73,82,23,29,28,6,3,6,3,3,74+2,74+2,74+2,81+2,81+2,81+2,81+2,81+2,82+2,82+2,82+2,80+2,75+2,75+2,75+2,80+2,59+2,56+2,56+2,56+2,59+2,53+2,41+2,41+2,41+2,53+2
185221,https://sofifa.com/player/185221/luiz-gustavo-dias/20/159586,Luiz Gustavo,Luiz Gustavo Dias,31,7/23/1987,187,78,Brazil,Olympique de Marseille,81,81,13500000,42000,"CDM, CB",Left,3,3,3,Medium/High,Lean,Yes,25700000,,CDM,19,,7/4/2017,2021,,,58,60,69,69,80,82,,,,,,,"Injury Prone, Avoids Using Weaker Foot, Leadership",63,48,72,75,54,68,42,64,76,73,61,56,62,83,62,78,76,85,81,73,84,83,53,69,58,84,82,79,82,10,6,11,12,13,65+3,65+3,65+3,65+3,66+3,66+3,66+3,65+3,68+3,68+3,68+3,67+3,73+3,73+3,73+3,67+3,75+3,79+3,79+3,79+3,75+3,76+3,79+3,79+3,79+3,76+3
188829,https://sofifa.com/player/188829/nicolas-nkoulou/20/159586,N. Nkoulou,Nicolas N'Koulou,29,3/27/1990,184,77,Cameroon,Torino,81,81,15000000,54000,CB,Right,3,3,2,Medium/Medium,Lean,Yes,25500000,,CB,33,,7/1/2018,2020,,,70,44,64,70,82,74,,,,,,,,60,33,77,72,64,68,37,28,70,72,70,70,66,78,74,58,83,64,77,46,79,83,54,63,50,78,82,83,78,6,7,6,15,7,61+3,61+3,61+3,63+3,62+3,62+3,62+3,63+3,64+3,64+3,64+3,65+3,68+3,68+3,68+3,65+3,73+3,75+3,75+3,75+3,73+3,74+3,79+3,79+3,79+3,74+3
191202,https://sofifa.com/player/191202/nemanja-matic/20/159586,N. Matić,Nemanja Matić,30,8/1/1988,194,85,Serbia,Manchester United,81,81,14500000,115000,"CDM, CM",Left,3,3,3,Medium/Medium,Lean,Yes,27600000,,SUB,31,,7/31/2017,2020,,,48,68,77,72,80,78,,,,,,,"Diver, Leadership",71,59,74,82,73,76,72,67,84,78,45,51,43,77,47,84,65,69,84,74,78,82,69,73,64,81,79,83,75,7,15,12,14,9,70+3,70+3,70+3,69+3,71+3,71+3,71+3,69+3,72+3,72+3,72+3,71+3,77+3,77+3,77+3,71+3,74+3,79+3,79+3,79+3,74+3,73+3,78+3,78+3,78+3,73+3
192638,https://sofifa.com/player/192638/marcos-alonso-mendoza/20/159586,Marcos Alonso,Marcos Alonso Mendoza,28,12/28/1990,188,87,Spain,Chelsea,81,81,15000000,115000,"LB, LWB",Left,2,3,3,High/Low,Lean,Yes,28500000,#FK Specialist,SUB,3,,8/31/2016,2023,,,66,73,79,77,79,79,,,,,,,Argues with Officials,83,68,83,83,70,78,85,86,73,83,68,65,64,82,58,84,72,91,76,77,75,79,77,69,64,75,75,81,78,9,7,13,9,12,76+2,76+2,76+2,76+2,76+2,76+2,76+2,76+2,76+2,76+2,76+2,77+2,78+2,78+2,78+2,77+2,80+2,79+2,79+2,79+2,80+2,79+2,78+2,78+2,78+2,79+2
192883,https://sofifa.com/player/192883/henrikh-mkhitaryan/20/159586,H. Mkhitaryan,Henrikh Mkhitaryan,30,1/21/1989,177,75,Armenia,Arsenal,81,81,17000000,94000,"RM, CAM, RW",Right,3,5,4,High/High,Lean,Yes,32300000,,SUB,7,,1/22/2018,2021,,,78,76,78,83,55,66,,,,,,,"Selfish, Giant Throw-in",77,74,53,81,77,83,82,66,71,83,79,78,80,79,83,83,66,77,59,72,69,60,81,82,72,76,53,53,55,5,11,14,5,7,75+3,75+3,75+3,79+3,79+3,79+3,79+3,79+3,80+3,80+3,80+3,79+3,76+3,76+3,76+3,79+3,70+3,68+3,68+3,68+3,70+3,67+3,60+3,60+3,60+3,67+3
194022,https://sofifa.com/player/194022/andre-gomes-magalhaes-almeida/20/159586,André Almeida,André Gomes Magalhaes de Almeida,28,9/10/1990,185,80,Portugal,SL Benfica,81,81,15000000,18000,RB,Right,2,3,3,Medium/High,Normal,No,30000000,,RB,34,,7/1/2011,2023,,,68,63,76,75,82,82,,,,,,,"Diver, Dives Into Tackles (CPU AI Only)",83,58,77,80,54,75,78,42,75,79,66,69,66,78,60,76,77,88,80,67,81,79,70,72,43,77,83,84,80,14,6,7,12,8,71+2,71+2,71+2,73+2,72+2,72+2,72+2,73+2,73+2,73+2,73+2,75+2,76+2,76+2,76+2,75+2,79+2,80+2,80+2,80+2,79+2,79+2,80+2,80+2,80+2,79+2
203551,https://sofifa.com/player/203551/alessandro-florenzi/20/159586,A. Florenzi,Alessandro  Florenzi,28,3/11/1991,173,67,Italy,Roma,81,81,15000000,51000,"RB, RW, LW",Right,3,3,4,High/Medium,Lean,Yes,25500000,#Acrobat,RB,24,,7/1/2010,2023,RB,16,82,77,76,80,77,73,,,,,,,"Early Crosser, Giant Throw-in",77,70,72,77,87,78,73,79,75,79,85,79,87,80,82,82,74,89,63,82,79,79,82,76,76,80,76,79,78,9,8,10,11,10,76+3,76+3,76+3,78+3,78+3,78+3,78+3,78+3,78+3,78+3,78+3,78+3,78+3,78+3,78+3,78+3,79+3,77+3,77+3,77+3,79+3,79+3,75+3,75+3,75+3,79+3
204399,https://sofifa.com/player/204399/eran-zahavi/20/159586,E. Zahavi,Eran Zahavi,31,7/25/1987,182,71,Israel,Guangzhou R&F FC,81,81,16000000,25000,"CF, ST",Right,1,4,4,High/Low,Normal,No,24800000,,LW,7,,7/1/2016,2020,,,75,81,73,82,39,70,,,,,,,"Beat Offside Trap, Selfish, Argues with Officials, Speed Dribbler (CPU AI Only), Crowd Favourite",60,86,69,78,77,82,74,78,69,83,76,74,89,79,72,79,75,74,68,78,68,38,83,81,65,74,30,41,34,13,12,13,8,16,79+2,79+2,79+2,79+2,80+2,80+2,80+2,79+2,80+2,80+2,80+2,77+2,74+2,74+2,74+2,77+2,59+2,60+2,60+2,60+2,59+2,56+2,52+2,52+2,52+2,56+2
